houshold,brand_car,age_car_yr,Sum_Totprem_Auto,Cars,salard_Age_cus_HH,cus_tenure_mth,HH_tenure_mth,FA_DCT,Fc,FD,cs_flag_auto,zone,salary,rural_urban,fraud_Ind
7870,1,11,0,1,44,136,168,0,1,3,0,1,2943395,0,0
7871,1,18,0,1,46,13,18,0,4,4,0,2,1926651,1,0
7872,2,12,0,1,49,210,202,1,4,2,0,1,3193572,0,0
7873,2,19,0,2,37,216,257,0,4,2,0,1,4405508,0,0
7874,7,12,0,2,30,180,225,0,2,1,0,3,3798093,0,0
7875,5,12,0,2,34,95,107,0,4,4,0,1,3214781,1,0
7876,1,19,0,1,26,155,184,1,2,1,0,1,1402012,0,0
7877,1,2,0,1,34,131,165,0,4,4,0,3,4267996,0,0
7878,2,6,0,1,33,125,172,1,1,1,0,1,2665139,0,0
7879,2,17,0,1,43,186,298,1,1,3,0,3,2899398,1,0
7880,2,9,0,2,35,268,296,0,4,1,0,5,3496445,1,0
7881,2,11,0,5,51,169,191,0,2,2,0,1,1656638,0,0
7882,7,14,0,3,29,255,272,0,4,4,0,3,4215993,1,0
7883,7,5,0,2,30,59,92,1,2,4,0,2,4696812,0,0
7884,1,4,0,2,41,239,279,1,3,4,0,5,4304850,0,0
7885,1,3,0,1,51,256,170,0,4,6,0,2,1573353,0,0
7886,3,24,0,2,25,3,35,0,2,1,0,4,3391970,0,0
7887,7,20,0,3,46,25,64,0,4,3,0,7,3096661,1,0
7888,2,25,0,3,44,76,167,0,2,6,0,5,1900989,0,0
7889,1,3,0,2,26,321,341,0,1,6,0,4,4279183,1,0
7890,1,20,0,2,31,26,46,1,4,2,0,5,2115522,0,0
7891,1,4,0,2,37,3,37,0,4,6,0,3,1588761,0,0
7892,7,22,0,1,45,7,12,0,1,4,0,3,2192360,0,0
7893,4,9,0,1,39,193,227,0,2,3,0,5,1816002,1,0
7894,2,25,0,2,33,21,43,0,3,4,0,5,3765268,0,0
7895,7,7,0,1,42,65,92,0,1,1,0,3,4569602,0,0
7896,7,7,0,3,31,296,323,0,3,1,0,7,2588875,0,0
7897,2,7,0,1,51,263,275,0,1,1,0,3,1362337,0,0
7898,2,13,0,1,26,260,275,1,2,1,0,4,3165524,1,0
7899,3,15,0,1,27,180,215,0,2,1,0,4,1987482,0,0
7900,3,13,0,4,41,184,201,1,2,2,0,7,1704793,0,0
7901,5,20,0,2,31,289,308,1,3,6,0,3,4544211,0,0
7902,1,10,0,1,44,146,185,0,2,4,0,4,1473360,0,0
7903,7,5,0,2,44,163,176,0,1,2,0,7,2375274,1,0
7904,1,10,0,1,49,180,204,0,2,2,0,7,2744215,0,0
7905,2,14,0,1,25,332,358,1,2,4,0,4,1464714,0,0
7906,1,1,0,3,35,245,190,0,2,2,0,5,1446321,0,0
7907,1,20,0,3,30,226,184,0,1,2,0,3,1328391,1,0
7908,3,6,0,3,45,288,318,0,1,3,0,5,2797933,0,0
7909,2,6,0,1,36,7,12,0,2,1,0,5,3871471,0,0
7910,2,17,70697.04,1,40,294,321,1,2,1,1,4,4263948,0,0
7911,2,13,18940.64,2,31,55,86,1,3,1,1,3,2304009,0,0
7912,7,43,37440.8,5,47,209,182,0,1,2,1,4,2663431,0,0
7913,7,12,50875.44,5,28,199,231,0,5,3,1,4,3951249,1,0
7914,4,10,51976.64,3,41,207,236,0,1,3,1,7,4159448,0,0
7915,1,12,16958.48,3,45,59,77,0,1,1,1,3,1893508,0,0
7916,5,12,77524.48,1,46,312,352,0,2,3,1,7,1539319,0,0
7917,2,5,9029.84,3,36,36,41,0,4,3,1,4,3072677,1,0
7918,3,3,51976.64,2,44,269,191,0,2,1,1,7,2878866,1,0
7919,1,27,6166.72,3,27,23,28,0,2,3,1,7,2792594,0,0
7920,7,7,20041.84,1,46,50,91,0,2,2,1,3,3564352,0,0
7921,7,11,63649.36,1,36,248,289,0,2,2,1,4,2585860,0,0
7922,7,7,34137.2,1,37,123,155,1,1,2,1,4,2908106,0,0
7923,2,13,15416.8,2,43,48,70,1,2,2,1,5,4053877,0,0
7924,1,13,30833.6,1,34,98,140,0,2,2,1,3,1948277,0,0
7925,3,18,13214.4,4,46,44,60,0,1,2,1,5,3970017,0,0
7926,2,11,51536.16,1,37,187,234,0,3,2,1,3,2321370,0,0
7927,7,7,31934.8,2,45,173,211,1,1,1,1,7,2482868,0,0
7928,1,7,30393.12,2,45,157,249,0,1,1,1,7,2341677,0,0
7929,2,9,70917.28,2,47,299,322,0,1,1,1,4,1735939,0,0
7930,2,12,62548.16,4,43,253,284,0,1,1,1,1,4105956,0,0
7931,2,14,52857.6,1,42,126,146,0,4,2,1,1,2733959,0,0
7932,7,16,2642.88,1,41,7,12,0,2,1,1,1,2687011,1,0
7933,7,2,49774.24,1,42,212,226,0,2,2,1,1,3298260,0,0
7934,1,8,35899.12,1,49,140,163,0,3,1,1,3,2533997,0,0
7935,2,7,28410.96,3,37,211,262,0,2,3,1,4,4006942,0,0
7936,1,16,54179.04,3,35,225,274,1,1,3,1,6,4023604,0,0
7937,3,3,27750.24,3,41,104,126,0,2,2,1,2,4218632,0,0
7938,2,20,61667.2,1,26,250,280,0,3,2,1,5,2329058,0,0
7939,2,8,14535.84,5,50,29,66,0,4,1,1,5,4480322,0,0
7940,3,21,21803.76,1,32,50,99,0,2,1,1,2,3209195,0,0
7941,2,5,0,1,34,90,131,0,1,4,0,6,1483583,0,0
7942,3,12,0,2,49,241,287,0,1,2,0,3,4667638,1,0
7943,7,1,0,4,35,55,91,0,3,1,0,5,3761504,0,0
7944,1,2,0,3,28,136,150,1,2,1,0,3,2906545,0,0
7945,3,5,0,1,35,188,106,1,3,2,0,5,3325397,0,0
7946,1,9,0,1,38,81,117,0,3,3,0,3,3546022,0,0
7947,2,9,0,4,27,243,258,0,3,2,0,4,2513704,0,0
7948,2,8,0,1,26,93,123,0,2,1,0,3,4663382,1,0
7949,2,26,0,2,25,60,90,0,3,1,0,6,2621384,0,0
7950,7,6,0,2,49,113,153,0,1,2,0,5,4297539,0,0
7951,7,30,0,2,25,181,230,0,1,1,0,5,2849673,0,0
7952,2,5,0,1,28,120,148,0,3,1,0,3,2333678,0,0
7953,1,3,0,1,31,169,105,1,1,2,0,4,3403729,0,0
7954,3,6,0,1,48,208,232,0,1,2,0,4,3289746,1,0
7955,1,11,0,1,39,140,226,1,1,2,0,4,4210774,1,0
7956,1,13,0,1,32,54,73,1,1,3,0,5,1471803,0,0
7957,2,8,0,2,33,219,238,1,4,2,0,3,2291009,0,0
7958,7,13,0,2,27,276,309,1,4,2,0,3,1882125,0,0
7959,3,5,0,1,35,318,341,1,3,2,0,3,2016138,0,0
7960,2,5,0,2,46,65,84,0,2,2,0,3,4256114,0,0
7961,1,11,0,2,39,68,89,1,2,2,0,4,3731984,0,0
7962,3,12,0,1,42,58,87,0,3,1,0,3,2322923,0,0
7963,3,2,0,3,42,111,148,0,2,2,0,4,4273613,0,0
7964,7,6,0,2,41,178,142,0,3,1,0,3,2736080,0,0
7965,1,6,0,4,51,49,98,0,2,3,0,4,4047331,1,0
7966,7,11,0,1,37,113,142,0,1,2,0,3,3009852,1,0
7967,1,11,0,4,43,311,334,1,2,2,0,2,3738397,1,0
7968,1,21,0,3,28,12,43,0,1,2,0,5,3295251,0,0
7969,1,9,0,3,48,7,12,0,2,1,0,2,3649992,0,0
7970,3,14,0,2,33,191,206,0,2,4,0,4,4013259,1,0
7971,2,15,0,2,41,77,108,0,3,5,0,4,3679686,0,0
7972,1,15,0,2,29,223,254,0,2,1,0,4,1795727,1,0
7973,1,6,0,2,32,158,237,0,2,4,0,4,4700094,1,0
7974,2,11,0,2,30,7,12,1,2,2,0,3,3690792,0,0
7975,2,5,0,1,35,190,178,1,3,3,0,4,1523256,0,0
7976,2,5,0,1,33,242,288,0,2,2,0,7,4469992,0,0
7977,1,5,0,1,34,7,12,1,4,4,0,4,2663911,0,0
7978,3,26,0,1,43,174,255,0,2,2,0,5,1652591,0,0
7979,7,9,0,2,33,273,312,1,1,2,0,5,2063913,0,0
7980,2,11,0,5,41,234,257,0,2,2,0,4,3834581,0,0
7981,1,27,0,1,25,122,119,0,2,2,0,4,1331617,0,0
7982,7,5,0,1,40,79,237,0,2,2,0,4,2571877,0,0
7983,7,17,0,2,27,258,289,1,2,2,0,4,4046072,0,0
7984,2,3,0,1,43,218,237,0,2,2,0,5,3077438,0,0
7985,1,7,0,2,26,178,190,0,4,6,0,3,2371192,0,0
7986,1,10,0,2,41,244,266,1,2,3,0,5,2033017,1,0
7987,7,20,0,3,41,264,303,0,2,1,0,4,4376537,0,0
7988,2,1,0,2,48,173,209,0,1,1,0,4,2679406,0,0
7989,4,22,0,2,34,27,63,0,1,2,0,4,1886811,0,0
7990,4,10,0,2,38,166,202,0,1,1,0,3,2576046,0,0
7991,1,6,0,1,28,25,42,0,2,3,0,4,3469169,0,0
7992,1,6,0,3,28,157,136,0,2,6,0,4,2659626,0,0
7993,1,43,0,4,30,137,100,0,1,1,0,5,3290387,0,0
7994,2,2,0,2,36,296,318,0,1,3,0,4,1651386,1,0
7995,5,2,0,1,51,137,186,0,2,4,0,4,2195808,0,0
7996,1,4,0,2,38,7,12,0,2,3,0,4,3453013,0,0
7997,7,5,0,1,25,217,266,0,1,1,0,5,1971228,1,0
7998,1,2,0,1,46,165,209,0,1,3,0,4,3677091,1,0
7999,3,12,1861.2,4,36,7,12,0,3,3,1,7,1341044,0,0
8000,7,29,10857,1,29,49,70,0,2,1,1,5,3998839,0,0
8001,2,3,0,1,38,175,198,0,4,1,0,5,4032964,0,0
8002,1,7,0,1,47,165,217,0,2,1,0,4,1573689,1,0
8003,7,3,0,2,50,110,184,0,2,2,0,4,2104357,0,0
8004,3,27,0,1,30,127,188,0,2,2,0,2,4563286,0,0
8005,3,1,0,1,43,57,82,0,3,2,0,3,3936988,0,0
8006,7,27,0,1,51,15,35,0,2,2,0,2,4026498,1,0
8007,1,7,0,2,29,79,120,0,1,3,0,2,3692756,0,0
8008,2,11,0,1,51,140,167,0,4,3,0,3,1848189,1,0
8009,1,4,0,2,29,226,269,1,2,2,0,2,3397851,0,0
8010,7,16,0,1,47,190,255,1,4,3,0,3,4172835,0,0
8011,4,11,0,2,47,150,191,0,1,2,0,2,3223022,0,0
8012,1,6,0,2,27,318,347,0,4,1,0,2,3939220,0,0
8013,1,16,0,2,35,129,172,0,4,2,0,5,4306681,0,0
8014,1,16,0,3,50,93,234,0,2,3,0,3,1707640,0,0
8015,3,10,0,3,31,145,166,0,2,2,0,4,1617285,1,0
8016,7,2,0,1,29,290,321,0,2,1,0,6,2612086,0,0
8017,7,5,0,1,26,13,18,0,2,3,0,3,2088448,0,0
8018,3,5,0,4,40,235,268,0,3,4,0,2,1521169,1,0
8019,7,28,0,3,25,228,271,0,1,4,0,6,3968186,0,0
8020,7,8,0,2,31,92,104,0,3,2,0,2,2385763,0,0
8021,7,18,0,1,48,40,80,0,5,3,0,2,1862055,0,0
8022,7,16,0,3,39,157,170,0,2,1,0,2,4347699,0,0
8023,1,18,0,3,45,11,16,0,2,2,0,3,2478133,1,0
8024,2,2,0,3,28,114,272,0,2,4,0,3,2249548,0,0
8025,1,12,0,2,49,132,160,0,3,3,0,3,4223696,0,0
8026,3,11,0,1,40,218,173,1,2,2,0,3,1595742,0,0
8027,2,12,0,4,43,175,219,0,3,2,0,4,1725278,0,0
8028,4,15,0,1,32,41,59,0,1,1,0,3,4569561,0,0
8029,7,11,0,1,39,268,289,0,1,2,0,2,4457954,1,0
8030,3,16,0,4,27,111,123,0,3,2,0,3,2187004,0,0
8031,1,13,0,3,26,328,355,0,2,2,0,5,2613191,0,0
8032,1,35,0,2,25,125,146,0,2,3,0,3,3345784,0,0
8033,4,35,0,1,45,299,346,0,1,2,0,6,4636374,0,0
8034,4,2,0,2,41,305,336,0,2,1,0,3,4220025,0,0
8035,3,6,0,1,30,187,220,0,1,6,0,6,1646179,0,0
8036,3,7,0,1,34,227,271,0,1,1,0,3,1754782,0,0
8037,2,6,0,1,39,240,287,0,2,3,0,1,1923856,0,0
8038,3,16,0,2,50,7,12,0,3,4,0,1,4007121,0,0
8039,1,7,0,1,39,146,162,0,2,2,0,1,3338260,0,0
8040,2,18,0,1,31,110,189,0,3,4,0,1,4376405,0,0
8041,2,11,0,1,25,223,242,0,1,1,0,1,3570970,0,0
8042,3,12,0,2,48,233,254,0,1,3,0,1,2848752,0,0
8043,4,19,0,4,27,185,261,0,4,2,0,1,4647680,1,0
8044,1,7,0,1,42,93,119,0,3,2,0,1,3708004,0,0
8045,2,9,0,1,43,9,14,0,3,3,0,1,2008305,0,0
8046,7,5,0,1,32,6,52,0,1,2,0,1,2977284,0,0
8047,1,24,0,2,27,281,309,0,1,1,0,1,4292252,0,0
8048,2,14,0,2,51,210,227,0,1,1,0,1,4575441,0,0
8049,2,8,0,1,26,67,113,0,4,5,0,1,1878861,0,0
8050,1,4,0,1,29,237,271,1,2,2,0,1,1601416,0,0
8051,3,10,0,1,45,219,160,1,3,3,0,1,1881389,0,0
8052,7,3,0,1,45,178,206,0,2,1,0,1,3384213,0,0
8053,7,3,0,5,43,200,245,1,2,2,0,1,2439950,0,0
8054,7,5,0,1,50,254,232,0,2,1,0,1,1696163,0,0
8055,1,24,0,1,46,333,345,1,4,4,0,1,4176583,0,0
8056,1,7,0,1,33,173,186,0,3,2,0,2,3950708,0,0
8057,7,19,0,1,25,1,31,0,1,3,0,1,3504832,1,0
8058,7,19,0,3,49,90,120,0,1,4,0,1,3299294,1,0
8059,2,9,0,2,25,198,237,0,1,1,0,1,2976712,0,0
8060,3,3,0,1,49,192,222,0,5,1,0,1,3746094,0,0
8061,5,16,0,1,27,164,200,1,1,3,0,1,4361736,0,0
8062,4,12,0,1,39,158,171,1,1,3,0,1,3575635,0,0
8063,1,12,0,1,29,3,51,0,2,1,0,1,4483280,1,0
8064,7,1,0,1,44,150,256,0,2,3,0,3,2955029,0,0
8065,4,1,0,3,43,144,256,0,4,3,0,1,2442242,0,0
8066,2,4,0,3,41,37,84,0,2,2,0,1,3107507,0,0
8067,7,19,0,3,26,37,84,0,5,3,0,1,3366267,1,0
8068,2,9,0,1,25,98,127,1,4,2,0,1,2954713,0,0
8069,2,25,0,1,45,261,307,0,3,2,0,1,4135018,0,0
8070,1,7,0,2,30,300,350,0,2,2,0,1,4436416,1,0
8071,3,12,0,1,43,67,80,0,4,2,0,1,3224605,1,0
8072,3,7,0,1,50,102,140,0,3,2,0,1,3141028,0,0
8073,3,13,0,1,26,214,105,0,4,2,0,1,2276771,0,0
8074,2,23,0,1,43,287,326,1,5,3,0,1,1490336,0,0
8075,7,6,0,1,36,162,197,0,1,4,0,1,3190333,0,0
8076,7,11,0,1,48,52,97,0,2,1,0,2,3786711,0,0
8077,2,6,0,1,29,245,143,0,1,3,0,1,1778179,1,0
8078,2,13,0,2,42,170,229,0,2,6,0,1,4688095,0,0
8079,5,10,0,2,42,228,254,0,2,2,0,2,4690978,0,0
8080,4,3,0,1,34,7,12,0,2,1,0,1,3977693,0,0
8081,1,9,0,2,30,38,43,0,3,3,0,2,4657843,0,0
8082,7,2,0,2,46,37,42,0,3,1,0,1,1738441,0,0
8083,2,4,0,2,49,114,137,0,1,1,0,1,2145303,0,0
8084,1,21,0,4,46,292,318,0,1,6,0,1,1886255,0,0
8085,1,1,0,1,41,158,196,0,3,2,0,1,3529544,0,0
8086,1,13,0,1,46,16,34,1,4,6,0,1,4650272,1,0
8087,2,3,0,1,46,136,299,1,2,1,0,1,4470341,0,0
8088,7,3,0,2,34,113,142,0,3,3,0,1,1901371,0,0
8089,2,3,0,2,40,186,217,0,1,2,0,1,4312760,0,0
8090,4,7,0,1,35,38,65,0,1,6,0,1,2987638,1,0
8091,2,18,0,1,32,240,272,1,2,1,0,1,3514393,0,0
8092,7,20,0,2,31,142,196,1,4,1,0,1,1306975,0,0
8093,7,39,0,3,27,86,247,0,4,3,0,1,3594363,0,0
8094,1,36,0,1,28,7,12,0,1,1,0,2,3502199,0,0
8095,7,11,0,1,29,60,110,1,2,1,0,1,2527685,0,0
8096,7,2,0,2,28,189,139,0,1,3,0,2,4448918,0,0
8097,7,18,0,2,47,111,137,0,6,1,0,1,2287679,0,0
8098,1,7,0,1,42,212,242,0,4,1,0,1,1439345,0,0
8099,5,22,0,3,35,291,307,0,1,3,0,1,4328730,1,0
8100,7,5,0,1,30,33,83,1,3,3,0,1,2115285,1,0
8101,3,17,0,1,50,9,14,0,3,4,0,1,2416784,0,0
8102,3,13,0,1,35,92,126,0,1,3,0,3,2050809,1,0
8103,3,7,0,1,32,115,218,0,3,1,0,5,3287264,0,0
8104,7,2,0,1,27,206,243,0,2,3,0,4,3117152,0,0
8105,3,15,0,1,25,137,150,0,3,3,0,1,1310394,0,0
8106,1,15,0,2,46,42,92,1,3,2,0,2,2269823,0,0
8107,3,20,0,2,40,10,57,1,4,3,0,1,4205748,0,0
8108,2,8,0,3,28,152,166,0,2,2,0,1,3471149,0,0
8109,2,1,0,2,38,192,239,1,3,2,0,1,3505181,0,0
8110,5,17,0,1,35,10,39,1,4,2,0,1,2537364,1,0
8111,2,17,0,2,32,28,33,1,2,5,0,1,2570057,0,0
8112,1,11,0,1,25,82,245,0,2,2,0,1,4171836,1,0
8113,7,30,0,1,33,109,118,0,3,2,0,1,1318210,0,0
8114,2,5,0,4,42,2,43,0,2,2,0,1,4591777,0,0
8115,3,20,0,2,27,295,336,0,4,2,0,1,3516214,1,0
8116,3,20,0,1,27,256,299,0,3,3,0,1,2007096,0,0
8117,3,14,0,1,31,12,49,0,1,3,0,1,2847581,1,0
8118,3,18,0,1,38,149,195,1,3,4,0,1,3640578,0,0
8119,1,18,0,3,42,139,181,0,4,3,0,1,3456670,1,0
8120,1,42,0,1,47,8,38,0,2,2,0,1,1431971,0,0
8121,1,42,0,2,27,48,77,0,2,4,0,1,4402992,1,0
8122,1,11,0,1,26,104,116,0,1,1,0,1,3843433,0,0
8123,7,5,0,5,32,208,244,0,2,2,0,1,4094674,0,0
8124,1,5,0,5,40,204,247,0,2,1,0,1,1520828,0,0
8125,2,10,0,1,40,133,172,0,1,1,0,1,3424526,0,0
8126,2,11,0,1,36,261,303,0,1,2,0,1,1535259,0,0
8127,2,4,0,1,40,187,215,1,1,2,0,1,3270806,0,0
8128,2,16,0,4,32,249,120,0,1,2,0,3,4600914,0,0
8129,1,13,0,1,36,109,139,1,1,1,0,1,3094511,0,0
8130,1,22,0,1,25,169,276,0,4,1,0,1,3004259,1,0
8131,1,22,0,2,38,102,291,0,1,2,0,2,3507533,0,0
8132,1,5,0,2,32,154,130,0,4,3,0,3,2173331,0,0
8133,1,7,0,3,27,125,142,0,1,5,0,4,3663632,0,0
8134,3,19,0,1,31,68,99,0,2,4,0,1,1664615,0,0
8135,4,14,0,1,49,340,356,0,1,5,0,1,4607368,0,0
8136,7,14,0,2,28,273,293,0,3,3,0,1,1543115,1,0
8137,7,12,0,2,43,186,154,0,3,2,0,1,4466317,0,0
8138,1,12,0,2,39,140,159,0,2,2,0,2,3219986,0,0
8139,3,26,0,1,43,203,247,0,3,1,0,2,1540782,0,0
8140,3,5,0,1,50,222,231,0,1,1,0,2,3237480,0,0
8141,1,6,0,2,33,4,23,1,2,1,0,2,4131581,1,0
8142,1,13,0,1,31,226,285,0,4,2,0,4,1829693,0,0
8143,2,15,14603.68,1,26,98,136,0,1,1,1,5,4312463,0,0
8144,3,4,22335.04,1,34,185,114,0,1,3,1,4,4616886,0,0
8145,1,14,25878.58,1,38,216,241,0,1,1,1,2,4701073,0,0
8146,3,21,15999.62,1,27,99,149,0,2,1,1,2,2401452,1,0
8147,7,26,20187.44,2,26,167,258,0,1,1,1,2,2628107,0,0
8148,2,5,27704.04,1,44,232,258,0,1,2,1,2,2533015,0,0
8149,3,3,33073.04,1,25,275,308,0,2,1,1,4,2488416,1,0
8150,1,23,12026.56,1,46,64,112,0,2,3,1,5,1993929,1,0
8151,7,2,28992.6,2,29,211,112,1,2,4,1,3,2541877,0,0
8152,7,6,23301.46,2,37,173,217,0,2,5,1,3,4422838,0,0
8153,1,6,19757.92,1,44,109,125,0,1,3,1,3,2244699,0,0
8154,1,17,29207.36,3,36,148,177,0,2,3,1,4,4028397,0,0
8155,5,10,5691.14,2,40,30,53,0,3,1,1,3,2458348,1,0
8156,1,5,36938.72,1,49,299,344,0,4,1,1,2,4435431,0,0
8157,1,5,22549.8,2,44,133,166,0,2,3,1,5,3623131,0,0
8158,4,5,10093.72,2,50,60,94,1,3,3,1,3,2529136,0,0
8159,4,9,7946.12,4,30,45,74,0,1,5,1,4,2179017,0,0
8160,7,3,11704.42,1,32,71,109,0,1,6,1,3,3761938,0,0
8161,2,3,5261.62,1,50,15,49,0,1,6,1,4,2349400,0,0
8162,2,27,11811.8,1,31,93,110,0,1,6,1,2,4675951,0,0
8163,1,17,15892.24,3,32,104,148,0,1,6,1,3,3780518,1,0
8164,2,7,0,1,32,113,143,1,1,2,0,3,2967264,0,0
8165,2,7,0,2,27,137,125,0,4,5,0,4,2752717,0,0
8166,7,25,0,2,30,221,266,1,1,2,0,4,3590147,1,0
8167,4,11,34576.36,3,50,292,322,0,2,1,1,3,1552728,0,0
8168,2,15,22979.32,1,47,190,214,1,3,1,1,3,2510678,1,0
8169,1,11,17932.46,2,43,142,167,0,2,2,1,5,3698131,1,0
8170,3,7,0,2,32,155,205,0,2,2,0,4,2682056,1,0
8171,7,9,0,1,32,72,103,0,2,3,0,2,1726390,1,0
8172,4,28,0,3,44,147,159,0,1,3,0,3,3850046,0,0
8173,3,19,0,1,35,100,124,0,2,1,0,3,2089191,0,0
8174,3,15,0,1,26,103,142,0,2,2,0,2,4682046,0,0
8175,4,5,0,3,45,157,202,0,2,2,0,3,3347255,0,0
8176,3,18,0,1,45,271,292,0,2,1,0,5,4616987,0,0
8177,2,18,0,1,29,273,322,0,1,3,0,2,4617532,0,0
8178,7,5,0,1,31,177,199,0,1,3,0,2,2094136,1,0
8179,7,15,0,3,49,58,73,0,3,1,0,2,4064358,0,0
8180,2,4,0,1,29,295,339,0,3,2,0,5,3814726,0,0
8181,1,3,0,1,48,59,122,0,2,3,0,2,2837719,0,0
8182,1,8,0,1,36,126,253,1,2,2,0,3,3978388,1,0
8183,1,16,0,4,25,184,215,0,3,2,0,3,3159955,0,0
8184,2,1,0,3,36,95,121,0,1,1,0,2,2508875,0,0
8185,7,13,0,3,38,158,266,0,5,3,0,4,3557944,0,0
8186,7,9,0,2,25,146,171,0,4,3,0,5,1705370,0,0
8187,1,9,0,2,40,38,71,0,3,2,0,3,2341390,1,0
8188,2,9,0,1,44,91,113,0,2,1,0,4,3018841,0,0
8189,2,8,0,1,25,210,268,0,2,3,0,2,3007375,0,0
8190,7,6,0,1,39,154,228,0,1,3,0,4,3293369,0,0
8191,7,4,0,2,25,22,39,0,2,2,0,3,2132361,0,0
8192,2,7,0,2,41,12,30,0,2,2,0,3,4690173,0,0
8193,2,19,22263.2,1,47,32,68,0,2,2,1,4,2883365,0,0
8194,3,22,49110,5,28,171,218,1,1,2,1,6,3685224,0,0
8195,2,22,45508.6,2,26,202,225,0,1,3,1,4,3273627,0,0
8196,2,6,80213,3,48,219,108,0,4,3,1,4,2326197,0,0
8197,4,2,8185,2,42,20,25,0,2,1,1,3,2919113,0,0
8198,3,13,52384,1,45,98,291,1,1,3,1,3,1691193,0,0
8199,2,16,74974.6,2,27,189,229,0,1,1,1,4,3162418,0,0
8200,1,16,79885.6,1,32,228,244,0,1,2,1,5,2733959,0,0
8201,7,18,99202.2,1,45,262,303,0,2,3,1,3,4326809,0,0
8202,3,11,113280.4,3,34,331,346,0,2,2,1,3,4552361,0,0
8203,2,21,70391,4,50,193,215,0,2,2,1,3,3898382,0,0
8204,1,18,77593.8,4,40,189,237,0,2,4,1,1,2198524,1,0
8205,2,12,0,2,35,147,175,0,2,2,0,1,4540036,0,0
8206,7,5,0,2,35,310,329,0,1,2,0,5,3098640,0,0
8207,2,4,0,1,38,61,197,1,1,2,0,1,2088258,0,0
8208,2,24,0,1,41,184,165,0,2,3,0,4,2394193,0,0
8209,2,16,0,3,40,65,107,0,2,3,0,5,4263264,0,0
8210,1,3,0,3,25,133,122,1,2,1,0,3,3328624,0,0
8211,7,7,0,3,35,119,150,0,3,3,0,4,3476122,0,0
8212,7,9,0,1,25,121,264,0,2,2,0,5,3553973,0,0
8213,7,25,0,1,31,286,321,1,2,2,0,5,4375478,0,0
8214,3,8,0,1,51,144,199,0,3,3,0,4,2595667,0,0
8215,2,15,0,1,47,122,163,1,2,2,0,2,4279899,0,0
8216,7,20,0,1,29,227,267,0,1,1,0,2,3722856,0,0
8217,2,4,0,1,34,121,104,0,1,5,0,1,1721123,0,0
8218,2,15,0,1,48,305,317,1,1,3,0,3,4176963,0,0
8219,3,6,38422.4,1,38,98,175,0,1,3,1,1,3933841,0,0
8220,7,25,29777.36,5,42,91,124,0,2,4,1,1,3450306,1,0
8221,2,7,66038.5,2,35,63,255,0,2,2,1,1,1467361,0,0
8222,7,12,36981.56,1,28,111,154,0,4,2,1,4,3163007,0,0
8223,2,7,29777.36,1,50,100,124,1,1,2,1,5,4658435,0,0
8224,2,26,29297.08,2,39,228,257,0,2,4,1,2,3638840,0,0
8225,2,12,53311.08,2,51,231,256,0,1,3,1,2,3775371,0,0
8226,1,13,0,1,48,164,194,0,2,2,0,2,2592718,0,0
8227,2,17,0,1,25,179,201,0,3,4,0,3,4634817,0,0
8228,1,19,0,1,29,251,267,1,3,2,0,4,1608009,0,0
8229,2,10,40343.52,2,31,136,168,0,3,1,1,5,4626167,0,0
8230,2,20,25454.84,2,42,83,106,0,3,2,1,3,3456968,0,0
8231,5,8,2881.68,2,25,7,12,0,1,3,1,3,4139658,0,0
8232,1,9,77084.94,1,46,296,321,0,3,2,1,3,3546118,0,0
8233,7,13,38182.26,1,25,126,159,0,2,4,1,3,3510563,0,0
8234,1,7,2881.68,1,38,7,12,0,1,1,1,4,1726744,1,0
8235,1,5,25214.7,1,47,74,265,0,2,2,1,5,2461588,0,0
8236,1,29,9365.46,2,51,20,39,0,3,3,1,2,2816305,0,0
8237,3,14,79726.48,2,36,292,332,0,1,1,1,4,3296300,1,0
8238,7,17,0,1,32,238,256,0,3,3,0,5,1825226,0,0
8239,2,20,0,2,33,228,250,0,2,6,0,4,4201120,0,0
8240,2,7,0,2,35,73,101,0,2,2,0,5,4393996,0,0
8241,1,11,0,1,48,260,233,0,1,1,0,4,2496493,0,0
8242,2,13,0,1,44,187,260,0,2,1,0,6,3281420,0,0
8243,3,13,0,1,43,82,97,1,1,2,0,4,3666577,0,0
8244,1,11,0,1,44,180,215,0,4,3,0,3,3621643,0,0
8245,1,11,0,2,43,152,172,0,2,6,0,2,3178650,0,0
8246,4,10,0,1,43,21,36,0,4,2,0,3,3777190,0,0
8247,2,16,0,1,41,142,169,0,3,3,0,6,3061386,0,0
8248,2,8,0,1,43,234,275,0,2,2,0,3,4471753,0,0
8249,2,18,0,1,46,267,194,0,2,3,0,3,4518553,0,0
8250,2,7,0,1,30,230,266,0,2,4,0,6,2681615,0,0
8251,2,22,0,2,44,123,184,0,1,1,0,3,2177518,0,0
8252,2,5,0,2,28,7,12,0,2,3,0,3,3868271,0,0
8253,2,18,0,2,46,203,217,0,1,1,0,6,4221454,1,0
8254,7,20,0,2,25,163,194,1,3,3,0,4,4498349,0,0
8255,3,8,0,4,25,240,179,1,2,1,0,3,3253213,0,0
8256,2,9,0,1,37,116,158,0,2,1,0,3,2407750,0,0
8257,7,8,0,3,30,79,122,1,3,2,0,5,4059763,0,0
8258,1,16,0,1,47,171,185,0,1,3,0,3,4471446,0,0
